relsub,relsum,rel,index,title,date,summary,link
0,1,1,1,花蓮藍營掀風波！張亞中指地方提名不公 縣黨部發2點聲明,2022-06-21,孫文學校總校長張亞中今下午到花蓮縣議會拜會議長張峻，張亞中抨擊，國民黨在花蓮地方選舉提名作業剷除異己，引發地方民怨沸騰。國民黨縣黨部晚間也發表聲明，強調縣黨部提名委員8人，成員都是深孚眾望資深黨幹部及社團領導人，況且黨內提名資格審查辦法為全黨遵行，不應該惡意抨擊資格審查制度。,https://www.chinatimes.com/realtimenews/20220621005233-260407
1,1,1,2,柯稱「金廈大橋」小三通延伸 陸委會：指鹿為馬、附和對岸,2022-06-21,台北市長暨民眾黨主席柯文哲日前主張興建「金廈大橋」，以改善金門往返廈門交通，並強調這會讓過去的「小三通」變得更有效率。對此，陸委會今（21）日發表聲明嚴正駁斥，指金廈大橋可能衍生巨大國家安全風險，和小三通完全是兩回事，並批評柯文哲扭曲我政府政策、附和對岸的主張，是「指鹿為馬，企圖混淆視聽，其心態可議」。,https://www.chinatimes.com/realtimenews/20220621002803-260407
1,0,1,3,北京主張台海非國際水域 白宮擬否決,2022-06-21,　中共解放軍軍官近日多次向美軍提出台灣海峽非國際水域，美國政府官員決定否決大陸的相關主張，並將與盟友評估如何理解應對。針對美國頻打「台灣牌」遏制中國，大陸涉台學者汪曙申呼籲，大陸應精準反制美台關係實質升級。,https://www.chinatimes.com/newspapers/20220621000602-260303
0,0,0,4,小心單邊押注的經濟風險,2022-06-21,　行政院政務委員鄧振中即將率團赴美參加27日展開的「台美21世紀貿易倡議」；國發會主委龔明鑫更早於18日率領通訊領域業者團赴美，除和鄧振中將共同參加於華府舉辦的「投資美國高峰會」外，也將拓展台美業者合作機會。龔主委更將在7月初另率一支超過30家新創企業之團體赴日，參加台日史上規模最大的新創活動「日台新創高峰會」，尋找合作商機。,https://www.chinatimes.com/newspapers/20220621000434-260109
0,0,0,5,亞泥大陸廠 H2營運估季季增,2022-06-21,　亞泥（1102）20日舉行法說會，由於煤炭價格飆漲，讓亞泥中國的成本增加，今年第一季水泥噸毛利跌到49元人民幣，是近五年來單季低點。亞泥指出，當地政府進行煤價調控，加上季節景氣逐漸回溫，預期下半年營運將可逐季成長。,https://www.chinatimes.com/newspapers/20220621000223-260206
0,0,0,6,史話》228事件 中共的計畫──李登輝的共黨同志之1（徐宗懋）,2022-06-21,1959年，中華人民共和國建國十周年紀念大會前夕，陳炳基先生於北京天安門前留影。前總統李登輝生前接受國史館的口述歷史訪談中，承認228後他曾經由密友陳炳基加入「祕密組織」。他也不否認1996年陳炳基返台期間，兩人曾經會晤。,https://www.chinatimes.com/opinion/20220621000022-262107
0,0,0,7,陸商務部：中國的全球供應鏈競爭新優勢正在形成,2022-06-20,大陸商務部國際貿易經濟合作研究院今（20日）發布《跨國公司在中國：全球供應鏈重塑中的再選擇》報告指出，近年來，中國製造業低成本競爭優勢有所弱化，但是，中國在勞動生產率、數位化轉型、基礎設施、市場規模等方面的高性價比優勢日漸凸顯，中國在供應鏈綜合效能、創新應用場景、開放型經濟體制等方面將形成供應鏈競爭新優勢，對跨國公司投資中國仍具有較強吸引力。,https://www.chinatimes.com/realtimenews/20220620004596-260409
1,1,1,8,日本擴軍改變亞太軍事格局 專家：與中國差距不能只靠武器對比,2022-06-20,日本近年來在深化與美軍合作的同時，大幅擴增防衛預算並加快軍事實力建設，似乎正在完成近幾十年來最大的一次軍事轉型，其訓練有素、裝備精良的自衛隊目前亦躋身世界上最強大武裝力量之列。專家分析稱，日本在亞太軍事實力不容忽視，雖在各種軍力排行榜上都位於中國之後，但雙方實力差距不能只看武器數量對比。,https://www.chinatimes.com/realtimenews/20220620004418-260409
0,0,0,9,分析師：第3艘航母將幫助中國在西太平洋與美日抗衡,2022-06-20,針對中國國產的新式航空母艦下水，分析人士認為，中國的第3艘航母並非針對未來任何特定的戰場，而是在面對太平洋更強大的海軍力量時所採取升級整體防禦的方式。,https://www.chinatimes.com/realtimenews/20220620004125-260409
0,0,0,10,大陸煤炭上漲 亞泥中國Q1毛利創近5年低點,2022-06-20,亞泥（1102）20日舉行法說會，由於煤炭價格飆漲，因此讓亞泥中國的成本增加，今年第一季的水泥每噸毛利跌到人民幣49元，是近五年來單季低點。亞泥指出，當地政府進行煤價調控，加上季節景氣逐漸回溫，預期下半年營運將可逐季成長。,https://www.chinatimes.com/realtimenews/20220620004000-260410
