relsub,relsum,rel,index,title,date,summary,link
1,1,1,1,裴洛西來台 吾爾開希：相信會與蔡英文總統見面,2022-08-02,美國聯邦眾議院議長裴洛西（Nancy Pelosi）將率團訪問亞洲即將低調訪台，與裴洛西有30年交情的立法院人權委員會秘書長吾爾開希說，這次行程就不便透露，但應會拜會重要人士，相信也會與蔡英文總統見...,https://udn.com/news/story/122972/6505451
0,1,1,2,解放軍飛彈驅逐艦出現蘭嶼外海 遠距監控台灣上空,2022-08-02,中國解放軍飛彈驅逐艦今早出現蘭嶼外海，潛艦專家說，這艘驅逐艦監控能力超過500公里；另外，空軍志航基地今早罕見沒有演訓，不過有10架幻象戰機進駐。國防部表示，有關台海周邊中共艦船動態，國防部均運用聯...,https://udn.com/news/story/10930/6505361
0,1,1,3,大陸報復性禁百項食品進口 經部：將協助業者因應,2022-08-02,美國眾議長裴洛西預計今（２）日晚間來台，中國大陸海關總署昨日深夜突對台灣一百多家食品禁止進口，恐將對台灣食品業及農漁業造成重創。經濟部表示，經濟部與農委會等相關部會已經有注意到這個情況，並已掌握相關...,https://udn.com/news/story/122946/6505404
1,1,1,4,裴洛西來台 謝金河：台灣就是美中掰手腕賽桌上那塊墊子,2022-08-02,美國眾院議長裴洛西今天將抵台訪問，引發國際關注，財訊傳媒董事長謝金河表示，這是歷史上很重要的一刻，美中角力未來30年可能都不止，台灣就是美中兩大巨人在比賽掰手腕時「桌上的那一塊墊子」，說重要也很重要...,https://udn.com/news/story/122972/6505396
0,0,0,5,路透：數架中共戰機飛近台灣海峽中線,2022-08-02,根據路透最新報導，數架中共戰機2日飛近台灣海峽中線。由於美國眾議院議長裴洛西（Nancy Pelosi）即將訪台的消息雖然仍未得到證實，但消息人士指出自1日以來數艘中國軍艦一直靠近航道的非官方緩衝區...,https://udn.com/news/story/122972/6505380
1,1,1,6,裴洛西旋風掃台股 台積電下跌15.5元,2022-08-02,媒體報導，美國眾議院議長裴洛西今晚將訪台，引發台海關係緊張，台股今（2）日下跌逾200點，台積電（2330）開盤跌破500元，最低觸及488.5元，下跌15.5元，跌幅逾2%，市值失守13兆元，科技...,https://udn.com/news/story/7251/6505379
1,1,1,7,裴洛西擬訪台 台積電早盤跌破500元市值蒸發3112億元,2022-08-02,美國眾議院議長裴洛西傳將訪台，引發台海緊張關係，台積電美國存託憑證（ADR）下跌2.45%，台股今天早盤重挫逾200點，牽動台積電股價早盤跌破500元大關，最低來到492元，下跌2.38%。台積電早...,https://udn.com/news/story/7251/6505118
0,0,0,8,裴洛西擬訪台 環球時報：人若犯我我必犯人,2022-08-02,美國眾院議長裴洛西今天可能率團訪台，中國官媒環球時報發表社評稱絕不拿核心利益去乞求和平，「人若犯我，我必犯人」，軍隊在捍衛國家主權安全上，始終敢於亮劍。美國聯邦眾議院議長裴洛西（Nancy Pelo...,https://udn.com/news/story/122972/6505182
1,0,1,9,美晶片法案擋台積電 赴陸增產28奈米以下先進晶片,2022-08-02,美國國會通過520億美元晶片法案，以提振國內半導體生產，此案有一重要但書：領取補助的公司必須承諾，不會在中國大陸增產先進晶片，否則可能必須全額退回補助款。這項但書勢必升高華府和北京之間的緊張關係。受...,https://udn.com/news/story/6811/6505206
0,0,0,10,美考慮打擊陸記憶體晶片製造商 恐波及三星、海力士,2022-08-02,外傳美國正考慮限制向中國大陸記憶體晶片商出口美國晶片製造設備，其中包括大陸的長江存儲公司。業內人士分析，如果決議落實，可能會殃及韓國晶片巨頭三星電子和SK海力士在中國大陸的業務也受到影響。路透社報導...,https://udn.com/news/story/7333/6505194
0,0,0,11,台大迎新DM以台、英語書寫 學生會：會長有自己的價值,2022-08-02,開學季將至，但有台大新生於社群平台反應，稱今年台大學生會印製的迎新手冊內容只有英文版與台語版，私訊學生會幹部，該名幹部則稱「99%的台灣人是文盲」。台大學生會副會長蔡朝翔表示，該言論不代表學生會立場...,https://udn.com/news/story/6928/6505186
0,1,1,12,學生不再熱中赴陸 美「中國通」現斷層危機,2022-08-02,美國政府和民間的「中國通」恐出現斷層危機，受新冠疫情影響，中國尚未開放國際學生入境，想去中國學中文、做研究和生活的美國學生不得其門而入，加上近年美中關係惡化，許多美國學生認為研究中國事務太敏感，前往...,https://udn.com/news/story/6813/6504400
0,1,1,13,裴洛西將抵台 林智堅：展現出美台關係堅若磐石,2022-08-02,美國眾議院議長裴洛西（Nancy Pelosi）即將訪台，引起關注，民進黨桃園市長參選人林智堅今早赴南門市場掃街拜票時說，非常高興裴洛西用行動來訪台灣，歡迎也感謝。裴洛西不畏懼中國的威脅和打壓來到台...,https://udn.com/news/story/122924/6505171
1,1,1,14,裴洛西將訪台 陸學者：若成功將衝擊和平統一,2022-08-02,面對美國眾議院議長裴洛西預計訪問台灣，擬2日晚間抵台、3日上午與總統蔡英文會面後離開，廈門大學台灣研究中心副主任唐永紅認為，為避免兩岸和平統一的可能性受到衝擊，大陸很可能會將「必要措施」執行到底。唐...,https://udn.com/news/story/122972/6505168
0,0,0,15,誤解恐引發核毀滅 美英法籲俄國停止危險言行,2022-08-02,聯合國秘書長古特瑞斯（Antonio Guterres）今天警告，誤解可能會引發核毀滅，美國、英國和法國也呼籲俄羅斯停止「其危險的核言論和行為」。法新社報導，古特瑞斯在紐約召開「禁止核子擴散條約」（...,https://udn.com/news/story/6809/6505153
0,0,0,16,大陸突禁台灣食品 國貿局今早向王美花報告,2022-08-02,大陸海關總署昨天深夜突然禁止台灣一百多家食品廠產品進口。據了解，經濟部國貿局、貿協大陸組，今早將一起向經濟部部長王美花報告，並將由農委會和經濟部共同評估，可能造成的經濟損失，並研究對策。據悉，大陸對...,https://udn.com/news/story/122946/6505158
0,1,1,17,報復裴洛西？ 大陸突禁一百多家台灣食品廠產品進口,2022-08-02,美國眾議長裴洛西即將在八月二日晚間抵台做旋風式訪問，大陸海關總署一日深夜突對台灣一百多家食品禁止進口，恐將對台灣食品業及農漁業造成重創。針對裴洛西訪台，大陸已在多地進行軍事演習，大陸海關總署突暫停台...,https://udn.com/news/story/7333/6505151
0,0,0,18,POCO F4、POCO X4 GT登台 加碼推超值手機POCO C40免4000元,2022-08-02,今年6月下旬宣布推出的POCO F4與POCO X4 GT兩款手機，8月1日確定將在台灣市場推出，同時也推出超值機種POCO C40。POCO F4採用Qualcomm Snapdragon 870...,https://tech.udn.com/tech/story/123151/6503776
0,0,0,19,「新浪台灣」無預警關站是這原因 網友驚：誰現在還在用它,2022-08-02,曾列入中國大陸4大入口網站之一、在全球擁有6億名用戶的「新浪網」，旗下的「新浪台灣」網站無預警在昨（1）日關站，引來討論。新浪台灣在台母公司也證實「暫停台灣市場營運」。據新浪台灣在台母公司「美商華淵...,https://tech.udn.com/tech/story/123154/6505098
0,0,0,20,大陸吃播網紅嗑「保育類大白鯊」　百萬帳號全消失,2022-08-02,許多網紅為了賺流量、引起網友注意，常常會做出一些瘋狂的事情，近日大陸有位網紅直播吃大白鯊，有專家則發現，這種鯊魚是瀕臨危險的野生動物噬人鯊，該事件還登上微博熱搜。七月中，有一名大陸美食網紅「提子」表...,https://udn.com/news/story/120672/6505103
0,0,0,21,大陸吃播網紅嗑「保育類大白鯊」　百萬帳號全消失,2022-08-02,許多網紅為了賺流量、引起網友注意，常常會做出一些瘋狂的事情，近日大陸有位網紅直播吃大白鯊，有專家則發現，這種鯊魚是瀕臨危險的野生動物噬人鯊，該事件還登上微博熱搜。七月中，有一名大陸美食網紅「提子」表...,https://stars.udn.com/star/story/120661/6505103
1,1,1,22,中國駐聯合國代表：裴洛西訪台將破壞中美關係,2022-08-02,中國常駐聯合國代表張軍今天說，美國聯邦眾議院議長裴洛西（Nancy Pelosi）訪問台灣將破壞中美關係。路透社報導，張軍在中國擔任聯合國安全理事會8月輪值主席國的記者會上說：「這樣的訪問顯然是危險...,https://udn.com/news/story/6813/6505020
0,0,0,23,獨／國防部今晨發布國軍進入「強化戰備整備指導期間」,2022-08-02,眾議院議長裴洛西（Nancy Pelosi）今晚將搭乘美軍行政專機訪台，面對共軍恫嚇，國防部今晨發布，自今（2）日8時至4日12時止，三軍進入「強化戰備整備指導期間」，時間將依共軍威脅適切調整。美國...,https://udn.com/news/story/10930/6505091
0,0,0,24,為護送裴洛西訪台？大量美國軍艦、軍機朝台灣周邊集結,2022-08-02,美國眾議院議長裴洛西（Nancy Pelosi）訪問台灣的消息雖未經證實，不過美國軍方近日將包括航空母艦和大型飛機在內等軍武部屬轉移到「更靠近台灣的地方」。日經報導，隨著中國宣佈若裴洛西訪問台灣「絕...,https://udn.com/news/story/122972/6505063
0,0,0,25,台幣短期內恐續貶 裴洛西之行挑動匯市敏感神經,2022-08-02,由於外界預期美國眾議院議長裴洛西今日（2日）訪台，交易人士正因應此舉將推升與中國大陸的緊張關係，這也挑動匯市的敏感神經，導致新台幣匯率邁向兩年低點，避險貨幣日圓匯率上揚。彭博資訊報導，在美國交易時段...,https://udn.com/news/story/6811/6505038
