relsub,relsum,rel,index,title,date,summary,link
0,0,0,1,美國F-35戰機含中國製零件 暫停付貨,2022-09-08,（德國之聲中文網）美國國防部週三（9月7日）決定暫停交付新型F-35戰機，原因是製造商發現引擎內有未經授權使用的中國材料製成的磁鐵零件。國防部發言人表示，涉事的合金部件位於渦輪引擎，製造商在8月中調...,https://udn.com/news/story/6809/6598710
0,0,0,2,「廳局風」穿搭走紅 美媒：反映大陸年輕人失業焦慮,2022-09-08,中國年輕人近年掀起一股「廳局風」穿搭，藍色外套配上寬長褲，胸前一枚紅色中共黨徽，守舊的形象因公務員穩定可靠的職業光環而變酷變潮，背後反映中國年輕人的失業焦慮。紐約時報中文網今天以「廳局風穿搭為何吸引...,https://udn.com/news/story/7335/6598669
0,1,1,3,台西試養單體牡蠣 提升台灣競爭力,2022-09-08,近年來越南和中國牡蠣進口，衝擊台灣牡蠣產業，在農委會補助下，啟動台灣單體牡蠣試養計畫，民進黨立委蘇治芬、雲林縣長參選人劉建國與蚵農今見證，有信心提升台灣牡蠣競爭力。近年來台灣牡蠣養殖面臨嚴重挑戰，除...,https://udn.com/news/story/7326/6598777
0,0,0,4,世界最長「公路水下盾構隧道」開工 加速上海、南通同城化,2022-09-08,連接南通海門和蘇州太倉的海太長江隧道7日正式開工建設，目前，海太長江隧道是世界上最長的公路水下盾構隧道，也是中國大陸斷面最大的水下盾構隧道、大陸首個超大直徑盾構隧道預製拼裝一體化建造的公路隧道。澎湃...,https://udn.com/news/story/7332/6598786
1,1,1,5,中、俄關係再深化 普亭、習近平二度會面,2022-09-08,中國與俄羅斯的反西方政營連結愈來愈緊密！據俄羅斯駐北京使館7日透露，中國國家主席習近平將與俄羅斯總統普亭15日在烏茲別克舉辦的上海合作組織峰會碰面，這將是習近平自疫情爆發2年半以來首度出國。專家認為...,https://udn.com/news/story/6809/6598711
0,0,0,6,金門高中教卓團隊入圍今年教學卓越獎 成離島唯一,2022-09-08,教育部今天公布教學卓越獎的入圍金質獎、銀質獎名單，今年共有23所高中進入複選，經過7月中旬的評選，共有8所學校入圍，其中國立金門高中教卓團隊─金厚工教學團隊是唯一一所離島高中職，消息傳回學校，全校師...,https://udn.com/news/story/6898/6598765
0,0,0,7,NBA／前勇士冠軍成員貝爾轉戰CBA 成林書豪新隊友,2022-09-08,2018年在菜鳥賽季就隨勇士奪冠，貝爾（Jordan Bell）生涯在2019年離開勇士後出現危機，上季更僅只在公牛留下1場出賽紀錄，如今他也確定將暫別NBA。《HoopsHype》記者斯卡托（Mi...,https://udn.com/news/story/7002/6597406
1,1,1,8,朱立倫、侯友宜誰較適合選總統？ 柯文哲：我寧可你叫我閉嘴,2022-09-08,台北市長柯文哲今天赴議會總質詢，民進黨北市議員許淑華今質詢柯文哲2024選總統議題，議員問柯文哲，國民黨主席朱立倫會不會想選2024？柯回「一定會」，議員再問，「朱立倫跟侯友宜誰比較適合選總統？」柯...,https://udn.com/news/story/6656/6598764
0,0,0,9,遭西方制裁 俄羅斯財政部：人民幣和迪拉姆或替代歐元和美元,2022-09-08,據財聯社報導，俄羅斯財政部副部長阿列克謝.莫伊謝耶夫周三表示，人民幣是歐元和美元的主要替代品，此外，俄羅斯銀行還考慮引入阿拉伯聯合大公國貨幣迪拉姆。阿列克謝.莫伊謝耶夫在接受《俄羅斯商業諮詢日報》採...,https://udn.com/news/story/122663/6598732
0,1,1,10,參選桃園市長被開除黨籍 鄭寶清批：乞丐趕廟公,2022-09-08,前民進黨立委、以無黨籍登記的桃園市長參選人鄭寶清，今被民進黨中評會決議開除黨籍。鄭寶清受訪時回應，被開除就是「乞丐趕廟公」，距離核心價值愈來愈遠，為了一黨之私，回到威權體制、密室協商、指定接班人，造...,https://udn.com/news/story/122682/6598674
0,0,0,11,"亨泰光8月合併營收8,643.6萬元、年增19％ 創歷史新高",2022-09-08,"亨泰光（6747）今（8）日公告8月合併營收8,643.6萬元，創歷史新高，較上月與去年同期大幅增加25.14％及19.01％，主要受惠暑假OK鏡（角膜塑型鏡）旺季到來，台灣與中國大陸地區OK鏡出貨...",https://udn.com/news/story/7254/6598665
0,0,0,12,由田8月營收3.10億元 創同期新高,2022-09-08,AOI檢測設備商由田（3455）今（8）日公告2022年8月營收3.10億元，年增14%，創歷年同期新高，亦為本年度單月新高；累計1~8月營收18.28億元，再創歷史同期新高。由田表示，在載板市場持...,https://udn.com/news/story/7254/6598661
0,0,0,13,台中國際踩舞嘉年華睽違2年 10月1日市民廣場舞動回歸,2022-09-08,「台中國際踩舞嘉年華」受疫情影響，睽違2年，將於10月1、2日回歸，在台中市民廣場盛大舉辦；副市長令狐榮達、活動代言人陳漢典今一同出席宣傳記者會，屆時將有日本、韓國、西班牙等國內外30組舞團跳舞踩街...,https://udn.com/news/story/7325/6598602
0,0,0,14,U18女籃／全場僅失16分 中華隊大勝印尼65分收2連勝,2022-09-08,在昨天對戰中國大陸隊拿下近20年對戰首勝後，亞洲U18女籃錦標賽中華隊今天在分組賽最後一戰碰上同組實力較弱的印尼隊，在靠著優異防守讓對手每節得分都在個位數的情況下，以81：16大勝印尼，收下2連勝。...,https://udn.com/news/story/7003/6598611
0,0,0,15,集邦：IT面板出貨續下修 庫存去化延至第4季,2022-09-08,集邦科技（TrendForce）今（8）日表示，時序進入第3季，市場持續遭逢高通膨與升息導致終端需求疲弱衝擊，致使通路端的整機庫存，以及在途的整機與面板庫存位處高檔。受到通路及品牌積極降低庫存影響，...,https://udn.com/news/story/7240/6598593
1,1,1,16,影／議會質詢對嗆議員 柯文哲：情緒管控不佳會檢討,2022-09-08,無黨籍北市議員林穎孟昨天要求台北市長柯文哲簽署「不向中國投降承諾書」，遭柯回嗆「我根本不想理你，那個(陳南天)是你的誰？我管你去死。」，台北市長柯文哲下午前往台北市議會備詢，民進黨市議員李建昌對此質...,https://udn.com/news/story/7323/6598579
0,1,1,17,清零封控反覆 外商在中國投資意願降溫,2022-09-08,中國持續執行COVID-19（2019冠狀病毒疾病）清零總方針，影響跨國公司加大投資、擴張業務意願。清零政策為供應鏈帶來動盪外，兩岸關係等潛在地緣政治風險也削弱中國對於外資的吸引力。南華早報（SCM...,https://udn.com/news/story/7333/6598129
0,0,0,18,中國建設銀行推低碳永續 邀《地球脈動II》學生公益觀演,2022-09-08,中國建設銀行一直以來積極創新推動低碳發展，致力綠色轉型，計畫實現碳達峰與碳中和目標。為響應「雙碳」行動，台北分行加入BBC《地球脈動II》影像音樂會企業永續倡議行列，邀請青年學子於9月10日至台北流...,https://udn.com/news/story/7270/6595996
0,0,0,19,工具機前8月出口額年增13.8% 銷美成長49%,2022-09-08,台灣工具機暨零組件工業同業公會公布8月工具機出口金額近2.64億美元，月減7.3%；累計前8月出口金額19.98億美元，年增13.8%，其中，美國出口額年增49.7%。台灣工具機暨零組件工業同業公會...,https://udn.com/news/story/7241/6598483
