relsub,relsum,rel,index,title,date,summary,link
0,0,0,1,促參22年 日勝生投資430億元奪民間投資王,2022-11-14,"財政部今（14）日舉行「促參新紀元啟動儀式」，邁向促參2.0。財政部指出，促參法上路至今，共累計逾1,500件促參案件，吸引民間投資超過9,000億元，其中有22家企業積極投入公共建設，合計投資23...",https://udn.com/news/story/7243/6764052
0,0,0,2,洞庭湖藏古城遺址？外星人印記？官方：是漁民矮壩啦,2022-11-14,中國洞庭湖持續處於低水位，河床上露出一片暗紅色的大規模方形圖案，有人認為是古城遺址古代墓葬群，甚至是外星人印記，讓網友議論紛紛。但官方說應該是水位太低，才讓漁民早年在湖裡築起的矮壩露出水面。中央社報...,https://udn.com/news/story/7335/6764044
1,1,1,3,中美元首即將會晤 印尼總統：沒有對話就不會有和平,2022-11-14,大陸國家主席習近平已在14日下午抵達印尼巴厘島，並將在下午5點半與美國總統拜登舉行會晤。地主國印尼總統佐科威日前說，沒有對話就不會有和平，如果中美兩國領導人能會面並交談，對世界來說將是非常好的，特別...,https://udn.com/news/story/123102/6764032
0,0,0,4,巧合！港鐵兩次車門脫落事故 皆是英製列車,2022-11-14,港鐵13日再發生列車車門飛脫事件，一輛荃灣線列車駛入油麻地往中環方向時，因出軌而令車廂與月台發生碰撞，至少四道車門脫落。翻查資料，港鐵於去年12月2日傍晚的放工繁忙時間，亦曾於銅鑼灣站發生車門甩脫事...,https://udn.com/news/story/7332/6763301
0,0,0,5,氣候賠償談了一周 泛非洲組織：歐美主掌話語權令人失望,2022-11-14,第27屆聯合國氣候峰會（COP27）由埃及主辦，被稱為「非洲的COP」，開發中國家期待氣候融資、損失與損害等議題能有進展，盼高碳排的已開發國家資金援助，並氣候賠償。但首周無任何進展，泛非洲氣候正義組...,https://udn.com/news/story/6809/6763629
0,1,1,6,國安基金何時退場？ 財長：要考量4大不確定性因素,2022-11-14,台股連日上漲，國民黨立委賴士葆關注國安基金是否要退場？財政部長蘇建榮今（14）日強調，要綜合考量4大因素，包括升息、美中科技戰、俄烏戰爭、中國大陸清零政策，是否退場要綜合考量，待例行季會決議。蘇建榮...,https://udn.com/news/story/7251/6764010
0,1,1,7,殲20戰機飛珠海 靈魂人物楊偉談心血,2022-11-14,在珠海航展上，首度與公眾近距離接觸的殲20戰機令軍事迷陷入狂歡。從2011年首飛成功至今，這架飛機背後凝聚著無數中國軍工人的心血，其中的靈魂人物就是殲20總設計師楊偉。★15歲少年 破格參加高考19...,https://udn.com/news/story/7331/6760169
0,0,0,8,開卷有醫｜西進大陸、遠征中東 前貿協董事長王志剛打開台灣醫療能見度,2022-11-14,台灣各類服務業當中，「醫療產業」發展穩健，而且人才濟濟，從台灣醫療產業的表現，例如新冠肺炎疫情全球流行之際，台灣因為醫療公衛水準高，免受嚴重流行疾病之擾，醫療服務業被政府列為往外拓展台灣服務業的核心...,https://health.udn.com/health/story/122920/6763672
0,1,1,9,蔣萬安：陳時中若當巿長  黃承國疑為地下巿長,2022-11-14,國民黨台北巿長候選人蔣萬安今天表示，跟對手蘇煥智一樣提出質疑，未來如果陳時中當台北巿長，有黑道背景的前國策顧問黃承國會不會就是地下巿長。蔣萬安啟動「台北找（早）安」街口拜票，上午與同黨籍議員參選人在...,https://udn.com/news/story/122682/6763952
0,1,1,10,坦言選情緊繃 謝國樑：努力拉開差距,2022-11-14,選舉投票倒數，國民黨基隆市長參選人謝國樑今天坦言選情緊繃，他會盡最大努力拉開差距，期待黨主席朱立倫能再來基隆為他加持，加上北北基桃聯合造勢，26日共同獲得勝選。中國國民黨基隆市黨部今天舉辦「128週...,https://udn.com/news/story/122682/6763951
