relsub,relsum,rel,index,title,date,summary,link
0,0,0,1,小米12S Ultra跌下神壇？DXOMARK相機評測出爐「還輸前一代」,2022-08-31,"小米12S Ultra上月初發表，雖然僅在中國販售，但因為裝進了Sony第一次專為手機打造的IMX989「1吋」感光元件，且跟徠卡合作，在國際間引起關注，知名相機測試機構DXOMARK也對小米12S Ultra進行了評分，得分並不算高。
",https://3c.ltn.com.tw/news/50761
1,1,1,2,美國與盟友軍演頻率空前密集  專家：可威懾中國,2022-08-31,面對中國在東亞甚至是西太平洋的擴張行動，美國與盟友近期在印太地區舉行多場軍演，軍演頻率空前密集，專家認為，隨著更多盟友及合作夥伴加入軍演，會對中國產生一定的威懾作用，或許能讓中國重新審視自身軍事野心，特別是台灣問題。根據《美國之音》報導，美國在8月這段期間與盟友的軍演頻率空前絕後，8月1日至14日，,https://news.ltn.com.tw/news/world/breakingnews/4042716
1,1,1,3,習近平20大連任大戲 路透：「7個謎底」將揭開,2022-08-31,中共中央政治局30日由總書記習近平主持會議，決定10月9日召開中共第19屆中央委員會第7次全體會議（19屆七中全會），拍板10月16日在北京召開第20次全國代表大會（20大）。《路透》分析，各界關注的20大，將有7個謎底一一揭開。《路透》報導，來自中國各地約2300名中共黨員屆時將聚集在北京天安門廣,https://news.ltn.com.tw/news/world/breakingnews/4042718
0,0,0,4,傳海委會主委李仲威請辭 海巡署長周美伍將接任,2022-08-31,海洋委員會主任委員李仲威傳以家庭因素為由請辭，副主委蔡清標也將歸建中興大學，將由副主委兼海巡署長周美伍接任主委、警職出身的海巡署副署長蔡長孟接任副主委兼海巡署長、軍職出身的海委會主任秘書劉國列接任副主委，海巡軍警職將全面接班。據了解，李仲威近期釋出倦勤，有意「告老還鄉」，因此以家中有百歲老母親必須照,https://news.ltn.com.tw/news/politics/breakingnews/4042711
0,0,0,5,聯合國人權專員卸任在即 新疆人權報告依舊未發布,2022-08-31,聯合國人權事務高級專員巴舍萊任期將於31日屆滿，她先前雖曾承諾，會在卸任前公布新疆報告，但如今仍未發布。中國政府迫害新疆維吾爾及其他少數民族人權，受到全球譴責及關注，聯合國人權事務高級專員巴舍萊（Michelle Bachelet）於今年5月間雖曾展開6天的中國訪問行程，並在新疆停留2天，但她6月也,https://news.ltn.com.tw/news/world/breakingnews/4042714
0,1,1,6,LTN經濟通》中國半導體製程想突破 要過日本這一關,2022-08-31,光阻劑攸關晶片良率 重要性與曝光機相當科技時代下，晶片成了重要的戰略物資，2020年疫情擾亂供應鏈，供給端出現嚴重缺口，全球掀起一波晶片危機，又因美國制裁中芯，各國轉向台積電、三星購買晶片，但台、韓產能無法短期內快速擴增，年初俄烏開戰再衝擊惰性氣體-氖的出口，對本就吃緊的半導體供應鏈來說更是一大打擊,https://ec.ltn.com.tw/article/breakingnews/4038717
0,0,0,7,陳妍希又變小籠包了 無修圖肉肉臉曝光,2022-08-31,陳妍希以電影《那些年，我們一起追的女孩》成為一代國民女神，後來主演《神鵰俠侶》飾演「小龍女」，和陳曉因戲結緣，兩人於2016年結婚並育有一子，但她長年身材和臉肉飽受嘲笑，甚至臉肉到被說是「小籠包」，最近陳妍希被中國狗仔拍到，和小4歲的宋茜合作新戲，無修圖的畫面曝光，可見到陳妍希肉肉臉依舊。,https://ent.ltn.com.tw/news/breakingnews/4042666
1,1,1,8,台積電：EUV數量高佔全球55％ 先進製程產能大躍進,2022-08-31,先進製程是台積電主要獲利來源，晶圓廠營運副總經理王英郎表示，估計2018到2022年間，公司先進製程產能複合成長率超過70%，這成長幅度相當高，主要來自要滿足客戶需求所帶動，他並指出，生產先進製程的極紫外光微影（EUV）設備，台積電持續投資，EUV數量約佔全球的55%，領先全球，EUV晶圓大幅產出是,https://ec.ltn.com.tw/article/breakingnews/4042605
0,1,1,9,08/31各報重點新聞一覽,2022-08-31,自由時報曾說誠信破產就該退選// 張善政爆抄襲、請領5736萬前新竹市長林智堅爆發論文案時，國民黨桃園市長參選人張善政發言稱「誠信破產時就該退選」，但張善政昨天也被週刊踢爆過去任職宏碁公司副總期間，申請農委會五七三六萬元的研究案多方抄襲，包含引用農委會期刊、媒體報導、國外網站等內容未註明出處；張善政,https://news.ltn.com.tw/news/life/breakingnews/4042709
0,0,0,10,「軒嵐諾」可能因藤原效應成大型強颱 今晚起北東有雨,2022-08-31,中央氣象局指出，第11號強烈颱風「軒嵐諾」今天（31日）凌晨2時位於台北東方1050公里的海面上，向西南西轉西南朝琉球南方海面前進，晚上移動到琉球南方海面後，由於導引氣流減弱，移動速度將逐漸放慢，預計會在此海域停留一段時間之後再北上，未來是否會以更靠近台灣的方式北上，不確定性仍大。,https://news.ltn.com.tw/news/life/breakingnews/4042708
0,0,0,11,華為創辦人高喊活下去 謝金河：寒氣正全面襲向中國,2022-08-31,華為創辦人任正非近日在內部論壇發文高喊第一要務是「活下去」，並稱「要把寒氣傳遞到每一個人」，引發外界熱議，財信傳媒董事長謝金河發文指出，任正非的這股寒氣正全面襲向中國。中媒近日報導指出，華為創始人任正非上週一再給員工的一封信件中表示，隨著全球經濟進入長期衰退，公司必須將重點從追求規模轉向確保利潤和現,https://ec.ltn.com.tw/article/breakingnews/4042707
